#===============================================================================
#   Lip Height Numerical Energy  Relative Error Analytical Energy Analyt. Enrgy. Error
#===============================================================================
 -0.05426600 0.000000001482116   0.00095675 0.000000001483502   0.00093431
 -0.05448000 0.000000001482110   0.00096052 0.000000001483502   0.00093800
 -0.05469400 0.000000001482104   0.00096470 0.000000001483502   0.00094209
 -0.05490800 0.000000001482099   0.00096794 0.000000001483502   0.00094524
 -0.05512200 0.000000001482094   0.00097176 0.000000001483502   0.00094897
 -0.05533600 0.000000001482077   0.00098329 0.000000001483501   0.00096041
 -0.05555000 0.000000001482071   0.00098688 0.000000001483501   0.00096392
 -0.05576400 0.000000001482066   0.00099080 0.000000001483501   0.00096775
 -0.05597800 0.000000001482063   0.00099266 0.000000001483501   0.00096952
 -0.05619200 0.000000001482058   0.00099620 0.000000001483501   0.00097297
 -0.05640600 0.000000001482083   0.00097900 0.000000001483501   0.00095569
 -0.05662000 0.000000001482093   0.00097239 0.000000001483501   0.00094899
 -0.05683400 0.000000001482088   0.00097547 0.000000001483501   0.00095198
 -0.05704800 0.000000001482082   0.00097969 0.000000001483500   0.00095611
 -0.05726200 0.000000001482076   0.00098375 0.000000001483500   0.00096008
 -0.05747600 0.000000001482071   0.00098729 0.000000001483500   0.00096354
 -0.05769000 0.000000001482066   0.00099033 0.000000001483500   0.00096649
 -0.05790400 0.000000001482061   0.00099376 0.000000001483500   0.00096983
 -0.05811800 0.000000001482057   0.00099656 0.000000001483500   0.00097254
 -0.05833200 0.000000001482036   0.00101066 0.000000001483500   0.00098655
 -0.05854600 0.000000001482030   0.00101445 0.000000001483500   0.00099026
 -0.05876000 0.000000001482025   0.00101817 0.000000001483499   0.00099389
 -0.05897400 0.000000001482020   0.00102120 0.000000001483499   0.00099683
 -0.05918800 0.000000001482031   0.00101414 0.000000001483499   0.00098969
 -0.05940200 0.000000001482025   0.00101833 0.000000001483499   0.00099379
 -0.05961600 0.000000001482084   0.00097817 0.000000001483499   0.00095354
 -0.05983000 0.000000001482079   0.00098156 0.000000001483499   0.00095684
 -0.06004400 0.000000001482076   0.00098370 0.000000001483499   0.00095889
 -0.06025800 0.000000001482071   0.00098700 0.000000001483498   0.00096211
 -0.06047200 0.000000001482066   0.00099064 0.000000001483498   0.00096566
 -0.06068600 0.000000001482061   0.00099395 0.000000001483498   0.00096888
 -0.06090000 0.000000001482056   0.00099752 0.000000001483498   0.00097236
 -0.06111400 0.000000001482050   0.00100133 0.000000001483498   0.00097608
 -0.06132800 0.000000001482046   0.00100403 0.000000001483498   0.00097870
 -0.06154200 0.000000001482040   0.00100818 0.000000001483498   0.00098276
 -0.06175600 0.000000001482034   0.00101207 0.000000001483498   0.00098656
 -0.06197000 0.000000001482036   0.00101087 0.000000001483497   0.00098527
 -0.06218400 0.000000001482030   0.00101491 0.000000001483497   0.00098922
 -0.06239800 0.000000001482025   0.00101821 0.000000001483497   0.00099243
 -0.06261200 0.000000001482021   0.00102094 0.000000001483497   0.00099508
 -0.06282600 0.000000001482014   0.00102575 0.000000001483497   0.00099981
 -0.06304000 0.000000001482011   0.00102764 0.000000001483497   0.00100160
 -0.06325400 0.000000001482006   0.00103094 0.000000001483497   0.00100482
 -0.06346800 0.000000001482001   0.00103415 0.000000001483497   0.00100794
 -0.06368200 0.000000001481997   0.00103724 0.000000001483496   0.00101094
 -0.06389600 0.000000001481992   0.00104018 0.000000001483496   0.00101380
 -0.06411000 0.000000001481989   0.00104274 0.000000001483496   0.00101626
 -0.06432400 0.000000001481984   0.00104608 0.000000001483496   0.00101952
